group,annotator_id,logRT,difficulty_z,correct,trial_z,reaction_time,difficulty,trial,cifar10_test_test_idx,correct_guess
1,2,8.277666160851503,2.8885934608014483,0.0,-1.2212757199525521,3935,0.8315568200598027,30.0,6282,0
1,2,7.384610383176974,0.05951796433758388,1.0,-1.2047742353768787,1611,0.1679441479552211,31.0,7482,1
1,2,6.816735880594968,-0.6564518973352933,1.0,-1.1882727508012052,913,2.486791900433569e-10,32.0,4602,1
1,2,7.236339342754344,-0.24502042924231607,1.0,-1.1717712662255317,1389,0.09650896095699549,33.0,7289,1
1,2,7.016609683894219,-0.6564518973352933,1.0,-1.1552697816498585,1115,2.486791900433569e-10,34.0,2529,1
1,2,7.524021415206125,0.3254502167489286,1.0,-1.138768297074185,1852,0.2303235410969257,35.0,4138,1
1,2,7.051855622955894,0.14006114212659476,0.0,-1.1222668124985116,1155,0.18683705961458397,36.0,2342,0
1,2,7.312553498102598,-0.2799320656622357,1.0,-1.105765327922838,1499,0.08831978242106579,37.0,9759,1
1,2,7.094234845924755,0.744603464933228,1.0,-1.0892638433471646,1205,0.32864379002509025,38.0,6848,1
1,2,6.954638864880987,-0.6564518973352933,1.0,-1.0727623587714914,1048,2.486791900433569e-10,39.0,1682,1
1,2,7.20414929203594,-0.6564518973352933,1.0,-1.056260874195818,1345,2.486791900433569e-10,40.0,8632,1
1,2,7.394493107219038,-0.2384971706466892,1.0,-1.023257905044471,1627,0.09803911350078018,42.0,7559,1
1,2,7.549082710812286,0.45691080768956743,1.0,-1.0067564204687975,1899,0.26116008615894576,43.0,4654,1
1,2,6.939253946041508,-0.2384971706466892,1.0,-0.9902549358931242,1032,0.09803911350078018,44.0,2399,1
1,2,7.427738840532894,-0.6564518973352933,1.0,-0.9737534513174507,1682,2.486791900433569e-10,45.0,9108,1
1,2,7.496652438168283,-0.6564518973352933,1.0,-0.9572519667417774,1802,2.486791900433569e-10,46.0,4005,1
1,2,7.80016307039296,2.485974654245203,0.0,-0.9407504821661039,2441,0.7371150342565229,47.0,8173,0
1,2,7.214504414151143,0.1777173770035232,1.0,-0.9242489975904304,1359,0.19567003514998796,48.0,6286,1
1,2,7.065613363597717,-0.6564518973352933,1.0,-0.9077475130147571,1171,2.486791900433569e-10,49.0,6192,1
1,2,7.10002716662926,-0.2384971706466892,1.0,-0.8912460284390836,1212,0.09803911350078018,50.0,8696,1
1,2,7.38770923908104,-0.6564518973352933,1.0,-0.8747445438634102,1616,2.486791900433569e-10,51.0,3830,1
1,2,7.153833801578843,-0.6564518973352933,1.0,-0.8582430592877368,1279,2.486791900433569e-10,52.0,5065,1
1,2,7.080026499922591,-0.6564518973352933,1.0,-0.8417415747120633,1188,2.486791900433569e-10,53.0,4373,1
1,2,8.328692583545568,-0.2513249499802284,1.0,-0.82524009013639,4141,0.09503011747669453,54.0,9219,1
1,2,7.207118856207756,-0.6564518973352933,1.0,-0.8087386055607165,1349,2.486791900433569e-10,55.0,1857,1
1,2,7.117205503164344,-0.6564518973352933,1.0,-0.7922371209850431,1233,2.486791900433569e-10,56.0,7908,1
1,2,7.218176838403408,0.16473910672459344,1.0,-0.7757356364093697,1364,0.19262573865459182,57.0,7379,1
1,2,7.004881989712859,0.048857329603433475,1.0,-0.7592341518336962,1102,0.16544349630732302,58.0,8899,1
1,2,7.365812837209472,-0.6564518973352933,1.0,-0.7427326672580228,1581,2.486791900433569e-10,59.0,1586,1
1,2,7.796057974316123,4.079066757528618,1.0,-0.7262311826823494,2431,1.1108046402391247,60.0,356,1
1,2,6.907755278982137,0.1911528550563916,1.0,-0.709729698106676,1000,0.1988215782964366,61.0,4144,1
1,2,8.292047637431354,5.479516962612503,1.0,-0.6767267289553291,3992,1.4393064790577612,63.0,3113,1
1,2,8.361240889642351,2.307683436522764,1.0,-0.6602252443796557,4278,0.6952934881177033,64.0,5218,1
1,2,6.952728644624869,-0.6564518973352933,1.0,-0.6437237598039823,1046,2.486791900433569e-10,65.0,4510,1
1,2,7.311886164077165,-0.6564518973352933,1.0,-0.6272222752283089,1498,2.486791900433569e-10,66.0,9468,1
1,2,7.0317412587631285,-0.6564518973352933,1.0,-0.6107207906526354,1132,2.486791900433569e-10,67.0,5009,1
1,2,7.598399329323964,2.598295111504752,1.0,-0.594219306076962,1995,0.7634619022942207,68.0,3094,1
1,2,6.911747300251674,-0.6564518973352933,1.0,-0.5777178215012886,1004,2.486791900433569e-10,69.0,8498,1
1,2,7.00397413672268,-0.2384971706466892,1.0,-0.5612163369256152,1101,0.09803911350078018,70.0,2952,1
1,2,6.937314081223682,-0.6564518973352933,1.0,-0.5447148523499418,1030,2.486791900433569e-10,71.0,6846,1
1,2,7.076653815443951,-0.23849717064668927,1.0,-0.5282133677742683,1184,0.09803911350078016,72.0,4516,1
1,2,7.931644021454311,3.134119282669407,0.0,-0.511711883198595,2784,0.889149502518834,73.0,7839,0
1,2,7.132497551660044,0.059517964337583995,1.0,-0.4952103986229215,1252,0.16794414795522114,74.0,4228,1
1,2,7.148345743900068,-0.6564518973352933,1.0,-0.4787089140472481,1272,2.486791900433569e-10,75.0,681,1
1,2,7.052721049232323,0.47395607402651085,1.0,-0.46220742947157467,1156,0.26515837279171034,76.0,4402,1
1,2,7.0192966537150445,0.491585974305098,1.0,-0.4457059448959012,1118,0.26929379627101796,77.0,9076,1
1,2,7.7057128238944275,1.4775520689508364,1.0,-0.4292044603202278,2221,0.5005706199154217,78.0,164,1
1,2,7.044032897274685,-0.6564518973352933,1.0,-0.4127029757445544,1146,2.486791900433569e-10,79.0,9462,1
1,2,6.98100574072173,0.1777173770035232,1.0,-0.396201491168881,1076,0.19567003514998796,80.0,7901,1
1,2,7.017506142941256,0.15219437449331033,1.0,-0.3797000065932075,1116,0.18968313663239633,81.0,8341,1
1,2,7.0909098220799835,-0.6564518973352933,1.0,-0.3631985220175341,1201,2.486791900433569e-10,82.0,3675,1
1,2,6.97354301952014,-0.24502042924231607,1.0,-0.3301955528661873,1068,0.09650896095699549,84.0,9909,1
1,2,7.359467638255621,0.7109647773010596,1.0,-0.31369406829051383,1571,0.3207532054812784,85.0,3128,1
1,2,6.917705609835305,-0.6564518973352933,1.0,-0.2971925837148404,1010,2.486791900433569e-10,86.0,5267,1
1,2,6.84587987526405,-0.25132494998022853,1.0,-0.280691099139167,940,0.09503011747669451,87.0,4912,1
1,2,6.9167150203536085,-0.6564518973352933,1.0,-0.2641896145634936,1009,2.486791900433569e-10,88.0,7888,1
1,2,6.9782137426306985,-0.6564518973352933,1.0,-0.24768812998782017,1073,2.486791900433569e-10,89.0,2656,1
1,2,7.43307534889858,0.6121976198849909,1.0,-0.23118664541214673,1691,0.2975855178988949,90.0,693,1
1,2,7.4318919168078,0.12831886350458374,1.0,-0.21468516083647332,1689,0.18408268812372447,91.0,4317,1
1,2,6.9782137426306985,-0.6564518973352933,1.0,-0.19818367626079988,1073,2.486791900433569e-10,92.0,3639,1
1,2,6.981934677156389,-0.6564518973352933,1.0,-0.18168219168512648,1077,2.486791900433569e-10,93.0,6328,1
1,2,6.994849985833071,-0.23849717064668927,1.0,-0.16518070710945304,1091,0.09803911350078016,94.0,1778,1
1,2,6.949856455000773,3.035947211838178,1.0,-0.14867922253377963,1043,0.8661214036463285,95.0,6656,1
1,2,7.035268599281097,-0.6564518973352933,1.0,-0.1321777379581062,1136,2.486791900433569e-10,96.0,6593,1
1,2,6.967909201801884,-0.2513249499802284,1.0,-0.11567625338243277,1062,0.09503011747669453,97.0,3551,1
1,2,8.0507033814703,3.3779618262105773,1.0,-0.09917476880675935,3136,0.9463473405031483,98.0,3306,1
1,2,7.146772179452637,-0.23174317524083576,1.0,-0.08267328423108593,1270,0.09962338968721023,99.0,8732,1
1,2,7.5822291942764615,-0.6564518973352933,1.0,-0.0661717996554125,1963,2.486791900433569e-10,100.0,8155,1
1,2,7.467942332285852,0.491585974305098,1.0,-0.04967031507973909,1751,0.26929379627101796,101.0,3336,1
1,2,6.939253946041508,-0.6564518973352933,1.0,-0.03316883050406567,1032,2.486791900433569e-10,102.0,1488,1
1,2,6.893656354602635,-0.6564518973352933,1.0,-0.016667345928392245,986,2.486791900433569e-10,103.0,7463,1
1,2,6.961296045910167,-0.245020429242316,1.0,0.0163356232229546,1055,0.0965089609569955,105.0,508,1
1,2,6.922643891475888,-0.6564518973352933,1.0,0.03283710779862802,1015,2.486791900433569e-10,106.0,901,1
1,2,6.976348070447749,-0.6564518973352933,1.0,0.049338592374301445,1071,2.486791900433569e-10,107.0,3689,1
1,2,7.050122520269059,-0.6564518973352933,1.0,0.06584007694997487,1153,2.486791900433569e-10,108.0,6154,1
1,2,6.907755278982137,-0.2384971706466892,1.0,0.0823415615256483,1000,0.09803911350078018,109.0,285,1
1,2,6.97166860472579,0.44042063797664205,1.0,0.09884304610132172,1066,0.2572920078413715,110.0,8318,1
1,2,6.994849985833071,-0.6564518973352933,1.0,0.11534453067699514,1091,2.486791900433569e-10,111.0,2063,1
1,2,6.897704943128636,-0.6564518973352933,1.0,0.13184601525266856,990,2.486791900433569e-10,112.0,1048,1
1,2,6.914730892718563,-0.2513249499802284,1.0,0.14834749982834197,1007,0.09503011747669453,113.0,5942,1
1,2,7.024649030453636,-0.6564518973352933,1.0,0.1648489844040154,1124,2.486791900433569e-10,114.0,3154,1
1,2,6.98933526597456,1.4270364192519058,1.0,0.18135046897968882,1085,0.4887212276592916,115.0,1103,1
1,2,7.063903961472068,0.09525212401036279,1.0,0.19785195355536225,1169,0.1763262647334778,116.0,6821,1
1,2,6.92461239604856,-0.6564518973352933,1.0,0.21435343813103566,1017,2.486791900433569e-10,117.0,7752,1
1,2,6.906754778648554,-0.24502042924231607,1.0,0.2308549227067091,999,0.09650896095699549,118.0,4703,1
1,2,7.187657164114956,1.322919040027355,1.0,0.2473564072823825,1323,0.4642985452932352,119.0,8476,1
1,2,6.838405200847344,-0.6564518973352933,1.0,0.2638578918580559,933,2.486791900433569e-10,120.0,2805,1
1,2,6.895682697747868,0.45691080768956743,1.0,0.2803593764337294,988,0.26116008615894576,121.0,2738,1
1,2,7.433666540166168,-0.2384971706466892,1.0,0.2968608610094028,1692,0.09803911350078018,122.0,7261,1
1,2,6.790097235513905,-0.23174317524083576,1.0,0.3133623455850762,889,0.09962338968721023,123.0,3742,1
1,2,7.240649694255466,-0.6564518973352933,1.0,0.3298638301607496,1395,2.486791900433569e-10,124.0,9713,1
1,2,7.693937325509272,-0.6564518973352933,1.0,0.3628667993120965,2195,2.486791900433569e-10,126.0,1780,1
1,2,7.393263094763838,1.0485871915728457,1.0,0.3793682838877699,1625,0.39994886949849767,127.0,2888,1
1,2,7.429520842786462,-0.2574219005591705,1.0,0.3958697684634433,1685,0.09359996346686392,128.0,7668,1
1,2,7.105786129481271,-0.6564518973352933,1.0,0.41237125303911676,1219,2.486791900433569e-10,129.0,9947,1
1,2,7.1770187659099,0.17771737700352308,1.0,0.42887273761479017,1309,0.19567003514998793,130.0,6959,1
1,2,6.88653164253051,0.048857329603433475,1.0,0.4453742221904636,979,0.16544349630732302,131.0,4698,1
1,2,6.9782137426306985,-0.6564518973352933,1.0,0.461875706766137,1073,2.486791900433569e-10,132.0,1363,1
1,2,6.930494765951626,-0.6564518973352933,1.0,0.47837719134181045,1023,2.486791900433569e-10,133.0,7983,1
1,2,7.5740450053721995,-0.24502042924231607,1.0,0.49487867591748386,1947,0.09650896095699549,134.0,2472,1
1,2,7.73718007783463,-0.6564518973352933,1.0,0.5113801604931573,2292,2.486791900433569e-10,135.0,9094,1
1,2,7.046647277848756,-0.25132494998022853,1.0,0.5278816450688307,1149,0.09503011747669451,136.0,1043,1
1,2,6.946013991099227,-0.245020429242316,1.0,0.5443831296445041,1039,0.0965089609569955,137.0,8132,1
1,2,6.8308742346461795,-0.6564518973352933,1.0,0.5608846142201775,926,2.486791900433569e-10,138.0,5135,1
1,2,7.122866658599083,-0.24502042924231607,1.0,0.577386098795851,1240,0.09650896095699549,139.0,1044,1
1,2,7.60887062919126,1.9477497720648327,0.0,0.5938875833715244,2016,0.6108643022759417,140.0,1837,0
1,2,7.698936199813447,1.1254718347732657,1.0,0.6103890679471978,2206,0.41798360331235707,141.0,3901,1
1,2,7.042286171939743,0.048857329603433475,1.0,0.6268905525228712,1144,0.16544349630732302,142.0,1065,1
1,2,6.799055862058796,-0.6564518973352933,1.0,0.6433920370985446,897,2.486791900433569e-10,143.0,1655,1
1,2,6.951772164398911,-0.2384971706466892,1.0,0.6598935216742181,1045,0.09803911350078018,144.0,7804,1
1,2,7.234177179749849,-0.23174317524083582,1.0,0.6763950062498915,1386,0.09962338968721021,145.0,3408,1
1,2,6.994849985833071,-0.2384971706466892,1.0,0.7093979754012384,1091,0.09803911350078018,147.0,1031,1
1,2,7.31986492980897,2.3105109742974124,1.0,0.7258994599769117,1510,0.6959567400883405,148.0,2785,1
1,2,6.950814768442584,-0.2513249499802284,1.0,0.7424009445525852,1044,0.09503011747669453,149.0,3516,1
1,2,6.893656354602635,-0.2384971706466892,1.0,0.7589024291282587,986,0.09803911350078018,150.0,4153,1
1,2,7.2813856635702825,0.03854109308828406,1.0,0.775403913703932,1453,0.16302362971541406,151.0,805,1
1,2,6.863803391452954,-0.6564518973352933,1.0,0.7919053982796055,957,2.486791900433569e-10,152.0,4489,1
1,2,7.8724551500639794,-0.6564518973352933,1.0,0.8084068828552788,2624,2.486791900433569e-10,153.0,8992,1
1,2,6.946975992135418,0.8981652718454178,1.0,0.8249083674309523,1040,0.36466458945076147,154.0,7866,1
1,2,6.9167150203536085,-0.6564518973352933,1.0,0.8414098520066258,1009,2.486791900433569e-10,155.0,7094,1
1,2,7.467942332285852,0.8877033829194555,0.0,0.8579113365822991,1751,0.3622105573564971,156.0,3309,0
1,2,7.3277805384216315,1.7062254239430334,1.0,0.8744128211579726,1522,0.5542102404682024,157.0,9704,1
1,2,6.8658910748834385,-0.6564518973352933,1.0,0.890914305733646,959,2.486791900433569e-10,158.0,2883,1
1,2,7.633853559681768,-0.24502042924231607,1.0,0.9074157903093194,2067,0.09650896095699549,159.0,2205,1
1,2,6.9975959829819265,-0.6564518973352933,1.0,0.9239172748849929,1094,2.486791900433569e-10,160.0,176,1
1,2,7.1631723908466425,-0.2384971706466892,1.0,0.9404187594606662,1291,0.09803911350078018,161.0,2513,1
1,2,7.786967002614872,0.45691080768956743,1.0,0.9569202440363397,2409,0.26116008615894576,162.0,6553,1
1,2,7.349873704738337,0.8562347881510872,1.0,0.9734217286120131,1556,0.3548290087595384,163.0,9809,1
1,2,7.027314514039777,-0.6564518973352933,1.0,0.9899232131876865,1127,2.486791900433569e-10,164.0,7724,1
1,2,7.257707677160043,0.009494347738497624,1.0,1.00642469776336,1419,0.15621017128293094,165.0,2478,1
1,2,7.080867896690782,-0.6564518973352933,1.0,1.0229261823390334,1189,2.486791900433569e-10,166.0,1848,1
1,2,7.046647277848756,0.16473910672459344,1.0,1.0559291514903801,1149,0.19262573865459182,168.0,7742,1
1,2,6.9167150203536085,-0.6564518973352933,1.0,1.0724306360660536,1009,2.486791900433569e-10,169.0,9357,1
1,2,6.975413927455952,-0.6564518973352933,1.0,1.088932120641727,1070,2.486791900433569e-10,170.0,7521,1
1,2,7.030857476116121,-0.245020429242316,1.0,1.1054336052174005,1131,0.0965089609569955,171.0,2154,1
1,2,7.393263094763838,-0.2384971706466892,1.0,1.121935089793074,1625,0.09803911350078018,172.0,9090,1
1,2,7.150701457592526,-0.6564518973352933,1.0,1.1384365743687472,1275,2.486791900433569e-10,173.0,2891,1
1,2,6.840546529288687,-0.6564518973352933,1.0,1.1549380589444207,935,2.486791900433569e-10,174.0,756,1
1,2,6.776506992372183,-0.6564518973352933,1.0,1.1714395435200942,877,2.486791900433569e-10,175.0,5545,1
1,2,6.993932975223189,0.47395607402651085,1.0,1.1879410280957676,1090,0.26515837279171034,176.0,7655,1
1,2,7.0707241072602764,-0.25132494998022853,1.0,1.204442512671441,1177,0.09503011747669451,177.0,801,1
1,2,7.067319848653476,-0.6564518973352933,1.0,1.2209439972471146,1173,2.486791900433569e-10,178.0,2149,1
1,2,7.676473646389156,-0.2384971706466892,1.0,1.2374454818227878,2157,0.09803911350078018,179.0,9293,1
1,2,7.026426808699636,0.16473910672459344,1.0,1.2539469663984613,1126,0.19262573865459182,180.0,3184,1
1,2,7.504391559161238,0.2050709976938963,1.0,1.2704484509741347,1816,0.2020863394659253,181.0,1610,1
1,2,7.817222785508166,2.405262213271677,1.0,1.2869499355498082,2483,0.7181824187453876,182.0,7802,1
1,2,6.975413927455952,1.5456217907681509,1.0,1.3034514201254817,1070,0.5165376487349301,183.0,5477,1
1,2,6.885509670034818,-0.6564518973352933,1.0,1.319952904701155,978,2.486791900433569e-10,184.0,4431,1
1,2,7.126087273299125,-0.24502042924231607,1.0,1.3364543892768284,1244,0.09650896095699549,185.0,6875,1
1,2,7.195187320178709,-0.24502042924231607,1.0,1.3529558738525018,1333,0.09650896095699549,186.0,6310,1
1,2,6.84587987526405,-0.24502042924231607,1.0,1.3694573584281753,940,0.09650896095699549,187.0,2726,1
1,2,7.342131730584722,-0.23174317524083582,1.0,1.402460327579522,1544,0.09962338968721021,189.0,1721,1
1,2,7.231287004327616,-0.2513249499802284,1.0,1.4189618121551955,1382,0.09503011747669453,190.0,1710,1
1,2,7.584773077612199,2.4052622133894723,1.0,1.435463296730869,1968,0.7181824187730186,191.0,4029,1
1,2,6.999422467507961,-0.6564518973352933,1.0,1.4519647813065424,1096,2.486791900433569e-10,192.0,8320,1
1,2,7.097548850614793,0.19115285505639149,1.0,1.4684662658822158,1209,0.19882157829643657,193.0,8103,1
1,2,7.0925737159746784,-0.25132494998022853,1.0,1.4849677504578893,1203,0.09503011747669451,194.0,1094,1
1,2,6.982862751468942,0.16473910672459344,1.0,1.5014692350335626,1078,0.19262573865459182,195.0,1899,1
1,2,6.966967138613983,0.17771737700352308,1.0,1.517970719609236,1061,0.19567003514998793,196.0,1867,1
1,2,7.433666540166168,3.7251448798702502,1.0,1.5344722041849095,1692,1.0277856316468454,197.0,237,1
1,2,6.892641641172089,1.6465154305724903,1.0,1.550973688760583,985,0.540204142609909,198.0,7909,1
1,2,7.055312843339752,-0.23174317524083576,1.0,1.5674751733362564,1159,0.09962338968721023,199.0,4347,1
1,2,6.92461239604856,-0.6564518973352933,1.0,1.5839766579119297,1017,2.486791900433569e-10,200.0,7273,1
1,2,7.803026643632217,2.6411616320004723,0.0,1.6004781424876031,2448,0.7735170479577236,201.0,4244,0
1,2,7.141245122350491,-0.2384971706466892,1.0,1.6169796270632766,1263,0.09803911350078018,202.0,9238,1
1,2,7.207118856207756,-0.6564518973352933,1.0,1.63348111163895,1349,2.486791900433569e-10,203.0,8024,1
1,2,6.9584483932976555,-0.6564518973352933,1.0,1.6499825962146235,1052,2.486791900433569e-10,204.0,743,1
1,2,6.835184586147301,-0.6564518973352933,1.0,1.6664840807902968,930,2.486791900433569e-10,205.0,5753,1
1,2,7.149131598557407,0.17771737700352308,1.0,1.6829855653659702,1273,0.19567003514998793,206.0,5297,1
1,2,7.620214770574455,0.49158597430509776,1.0,1.6994870499416437,2039,0.2692937962710179,207.0,6115,1
1,2,6.831953565565855,-0.6564518973352933,1.0,1.7159885345173171,927,2.486791900433569e-10,208.0,2922,1
2,36,7.7406644019172415,-0.6564518973352933,1.0,-1.7163202572227547,2300,2.486791900433569e-10,0.0,5895,1
2,36,7.203405521083095,0.17771737700352308,1.0,-1.6998187726470813,1344,0.19567003514998793,1.0,2709,1
2,36,7.241366283322318,-0.6564518973352933,1.0,-1.683317288071408,1396,2.486791900433569e-10,2.0,920,1
2,36,7.179307969504034,-0.6564518973352933,1.0,-1.6668158034957345,1312,2.486791900433569e-10,3.0,8273,1
2,36,7.837159650001675,0.09525212401036279,1.0,-1.650314318920061,2533,0.1763262647334778,4.0,1783,1
2,36,7.742402021815782,-0.6564518973352933,1.0,-1.6338128343443876,2304,2.486791900433569e-10,5.0,7965,1
2,36,7.365812837209472,-0.6564518973352933,1.0,-1.6173113497687142,1581,2.486791900433569e-10,6.0,2065,1
2,36,7.662937850461535,-0.6564518973352933,1.0,-1.600809865193041,2128,2.486791900433569e-10,7.0,3951,1
2,36,8.219864741912652,-0.245020429242316,1.0,-1.5843083806173675,3714,0.0965089609569955,8.0,2765,1
2,36,7.341483852363161,-0.245020429242316,1.0,-1.567806896041694,1543,0.0965089609569955,9.0,1896,1
2,36,7.529406457837013,-0.2384971706466892,1.0,-1.5513054114660205,1862,0.09803911350078018,10.0,9257,1
2,36,7.853993087224244,-0.2633216888846148,1.0,-1.534803926890347,2576,0.09221605755823999,11.0,6239,1
2,36,7.798933310041217,1.0699652140882165,0.0,-1.5183024423146736,2438,0.4049634852849867,12.0,9694,0
2,36,7.81762544305337,-0.6564518973352933,1.0,-1.5018009577390004,2484,2.486791900433569e-10,13.0,5293,1
2,36,7.889084407035514,-0.6564518973352933,1.0,-1.4852994731633269,2668,2.486791900433569e-10,14.0,227,1
2,36,7.9865049385539955,-0.6564518973352933,1.0,-1.4687979885876534,2941,2.486791900433569e-10,15.0,8088,1
2,36,7.984121958702927,-0.6564518973352933,1.0,-1.45229650401198,2934,2.486791900433569e-10,16.0,4262,1
2,36,7.432483807917119,-0.6564518973352933,1.0,-1.4357950194363065,1690,2.486791900433569e-10,17.0,6573,1
2,36,9.137877200242468,3.208961689365807,0.0,-1.4192935348606333,9301,0.9067051914909434,18.0,1353,0
2,36,7.86940171257709,-0.6564518973352933,1.0,-1.4027920502849598,2616,2.486791900433569e-10,19.0,4811,1
2,36,7.576097340623111,-0.2384971706466892,1.0,-1.3697890811336129,1951,0.09803911350078018,21.0,927,1
2,36,7.605392364814935,-0.6564518973352933,1.0,-1.3532875965579394,2009,2.486791900433569e-10,22.0,445,1
2,36,7.485491608030754,-0.24502042924231607,1.0,-1.3367861119822662,1782,0.09650896095699549,23.0,4331,1
2,36,7.388946097618437,0.29729017788531853,1.0,-1.3202846274065927,1618,0.22371807628688195,24.0,4170,1
2,36,7.311218384419629,-0.6564518973352933,1.0,-1.3037831428309192,1497,2.486791900433569e-10,25.0,329,1
2,36,7.9420068084898565,1.1518741082290807,1.0,-1.2872816582552458,2813,0.4241767513070108,26.0,1943,1
2,36,7.329093736246592,0.59215548669245,0.0,-1.2707801736795723,1524,0.29288425998647716,27.0,8721,0
2,36,8.207401833376355,6.524636306697766,1.0,-1.2542786891038988,3668,1.6844588058385421,28.0,8153,1
2,36,8.607582191143917,1.5880260112770945,0.0,-1.2377772045282256,5473,0.5264843532734357,29.0,597,0
2,36,7.620705086838262,-0.2690340272344271,1.0,-1.2212757199525521,2040,0.09087612155404971,30.0,8300,1
2,36,7.478734825567875,-0.6564518973352933,1.0,-1.2047742353768787,1770,2.486791900433569e-10,31.0,161,1
2,36,7.717351272185329,-0.6564518973352933,1.0,-1.1882727508012052,2247,2.486791900433569e-10,32.0,5836,1
2,36,8.6020856584342,1.7540100434253278,1.0,-1.1717712662255317,5443,0.5654190184098946,33.0,3980,1
2,36,7.9208096792886,0.028552262259734996,0.0,-1.1552697816498585,2754,0.16068056226259442,34.0,5535,0
2,36,7.927685045615778,-0.24502042924231607,1.0,-1.138768297074185,2773,0.09650896095699549,35.0,9812,1
2,36,7.545389749611823,-0.6564518973352933,1.0,-1.1222668124985116,1892,2.486791900433569e-10,36.0,6747,1
2,36,7.9483852851118995,-0.6564518973352933,1.0,-1.105765327922838,2831,2.486791900433569e-10,37.0,9165,1
2,36,7.491087593534876,-0.6564518973352933,1.0,-1.0892638433471646,1792,2.486791900433569e-10,38.0,3751,1
2,36,7.313886831633462,0.17771737700352308,1.0,-1.0727623587714914,1501,0.19567003514998793,39.0,3363,1
2,36,7.97349996402463,-0.6564518973352933,1.0,-1.056260874195818,2903,2.486791900433569e-10,40.0,7879,1
2,36,7.746732907753622,-0.6564518973352933,1.0,-1.023257905044471,2314,2.486791900433569e-10,42.0,9828,1
2,36,8.627660644442209,2.153874067706354,0.0,-1.0067564204687975,5584,0.659214618408303,43.0,2415,0
2,36,8.12058871174027,1.809921532281663,0.0,-0.9902549358931242,3363,0.5785341058537168,44.0,860,0
2,36,7.1929342212158,-0.6564518973352933,1.0,-0.9737534513174507,1330,2.486791900433569e-10,45.0,567,1
